entityid,userid,cate1,cate2,cate3,ctime,actiontype,usertag1,usertag2,usertag3,label
1429,6c4c48898e177f66,26510,156,-,1616027164259,KVtagshow,1308,null,null,0
27544,6c4c48898e177f66,26510,156,-,1616027164259,KVtagshow,1308,null,null,0
47117,6c4c48898e177f66,26510,156,-,1616027164259,KVtagshow,1308,null,null,0
2822,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
27895,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
2299,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
27929,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
46220,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
30183,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
3232,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
1833,6c4c48898e177f66,26510,156,-,1616027188708,KVtagshow,1308,null,null,0
151467,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
528,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
2828,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
1381,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
31193,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
1791,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
30183,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
1771,6c4c48898e177f66,26510,156,-,1616027178352,KVtagshow,1308,null,null,0
63586,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
63946,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
1000,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
1471,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
30018,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
1429,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
27544,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
47117,6c4c48898e177f66,26510,156,-,1616027158721,KVtagshow,1308,null,null,0
151467,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
528,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
2828,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
1381,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
31193,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
1791,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
30183,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
1771,6c4c48898e177f66,26510,156,-,1616027171507,KVtagshow,1308,null,null,0
2822,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
27895,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
2299,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
27929,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
46220,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
30183,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
3232,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
1833,6c4c48898e177f66,26510,156,-,1616027182259,KVtagshow,1308,null,null,0
20067,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
47040,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
137834,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
40248,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
43735,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
49330,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
27422,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
70254,5e379b180c61bb7f,143,145,29374,1616053065083,KVtagshow,40248,68555,null,0
47812,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
29086,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
156001,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
25520,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
156006,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
46384,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
45600,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
34626,d64f5d133008d415,26509,234,-,1616056231648,KVtagshow,25520,null,null,0
33554,864821036509978,8512,8523,-,1616043749369,KVtagshow,5420,5900,null,0
25423,864821036509978,8512,8523,-,1616043749369,KVtagshow,5420,5900,null,0
156035,864821036509978,8512,8523,-,1616043749369,KVtagshow,5420,5900,null,0
46633,864821036509978,8512,8523,-,1616043749369,KVtagshow,5420,5900,null,0
156040,864821036509978,8512,8523,-,1616043749369,KVtagshow,5420,5900,null,0
149484,864821036509978,8512,8523,-,1616043749369,KVtagshow,5420,5900,null,0
149476,864821036509978,8512,8523,-,1616043749369,KVtagshow,5420,5900,null,0
25346,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
7078,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
25957,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
33537,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
25834,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
25896,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
25959,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
25877,d8872e6d26a5bd82,8512,8523,-,1616051354534,KVtagshow,7078,null,null,0
155680,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
155684,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
150482,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
24750,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
150527,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
155686,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
127112,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
68933,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027166721,KVtagshow,150510,null,null,0
155680,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
155684,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
150482,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
24750,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
150527,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
155686,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
127112,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
68933,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027123062,KVtagshow,150510,null,null,0
155680,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
155684,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
150482,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
24750,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
150527,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
155686,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
127112,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
68933,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616027151835,KVtagshow,150510,null,null,0
5725,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
5420,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
6131,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
24751,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
150510,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
86858,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
6445,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
6555,4949222fb382dcbdabf48cb7fcb9edafd5f651f1,8512,95,-,1616037695961,KVtagshow,150510,null,null,0
155680,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
155684,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
24750,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
155686,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
127112,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
73183,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
150484,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
150532,869066030286133,8512,95,-,1616047485534,KVtagshow,6131,null,null,0
155680,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
155684,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
24750,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
155686,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
127112,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
73183,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
150484,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
150532,869066030286133,8512,95,-,1616047418123,KVtagshow,6131,null,null,0
40697,d64f5d133008d415,26509,234,-,1616056231664,KVtagshow,25520,null,null,0
45359,d64f5d133008d415,26509,234,-,1616056231664,KVtagshow,25520,null,null,0
25527,d64f5d133008d415,26509,234,-,1616056231664,KVtagshow,25520,null,null,0
46384,d64f5d133008d415,26509,234,-,1616056231664,KVtagshow,25520,null,null,0
29277,d64f5d133008d415,26509,234,-,1616056231664,KVtagshow,25520,null,null,0
47812,d64f5d133008d415,26509,234,-,1616056231664,KVtagshow,25520,null,null,0
25714,d64f5d133008d415,26509,234,-,1616056231664,KVtagshow,25520,null,null,0
636,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
26840,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
155623,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
24554,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
4005,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
24555,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
27747,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
43874,865008048158437,8512,96,-,1616046754446,KVtagshow,155623,null,null,0
44562,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
41367,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
25739,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
20098,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
110586,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
20080,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
24711,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
25428,94dd31df2d406943,26509,609,-,1616040714044,KVtagshow,20097,null,null,0
155685,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
155680,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
155684,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
150482,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
148942,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
24750,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
150527,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
128688,7a87836719b83df324d04085000b9502a082e037,8512,95,-,1616077477429,KVtagshow,5961,150527,null,0
149653,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
156016,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
149621,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
25491,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
25490,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
34743,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
29464,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
147148,ab2f2f692dc63031,26509,611,-,1616041022713,KVtagshow,34743,null,null,0
44562,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
41367,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
25739,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
20098,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
110586,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
20080,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
24711,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
25428,94dd31df2d406943,26509,609,-,1616040715395,KVtagshow,20097,null,null,0
44562,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
41367,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
25739,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
20098,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
110586,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
20080,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
24711,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
25428,94dd31df2d406943,26509,609,-,1616037380356,KVtagshow,20097,null,null,0
106616,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
149676,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
24801,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
3892,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
25452,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
24664,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
155580,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
20097,94dd31df2d406943,26509,609,-,1616040771307,KVtagshow,20097,null,null,0
24667,31c34660254dc943,26509,611,-,1616077406525,KVtagshow,26653,null,null,0
30040,31c34660254dc943,26509,611,-,1616077406525,KVtagshow,26653,null,null,0
20088,31c34660254dc943,26509,611,-,1616077406525,KVtagshow,26653,null,null,0
34616,31c34660254dc943,26509,611,-,1616077406525,KVtagshow,26653,null,null,0
26245,31c34660254dc943,26509,611,-,1616077406525,KVtagshow,26653,null,null,0
24709,31c34660254dc943,26509,611,-,1616077406525,KVtagshow,26653,null,null,0
20097,31c34660254dc943,26509,611,-,1616077406525,KVtagshow,26653,null,null,0
27805,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
69836,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
27791,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
27796,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
34617,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
52407,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
84169,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
24615,864328045236528,8581,310,-,1616023406397,KVtagshow,27796,40730,null,0
41180,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
118382,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
151241,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
69663,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
1846,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
30886,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
116697,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
27047,badf92556994ed95,70124,246,-,1616043908901,KVtagshow,118382,null,null,0
27805,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
69836,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
27791,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
27796,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
34617,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
52407,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
84169,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
24615,864328045236528,8581,310,-,1616023373024,KVtagshow,27796,40730,null,0
25242,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
95209,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
8731,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
25637,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
106436,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
24740,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
25360,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
8737,695e5b26ac97b7f6,8512,8516,-,1616030496155,KVtagshow,25605,null,null,0
41180,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
118382,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
151241,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
69663,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
1846,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
30886,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
116697,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
27047,badf92556994ed95,70124,246,-,1616044046752,KVtagshow,118382,null,null,0
27805,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
69836,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
27791,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
27796,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
34617,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
52407,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
84169,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
24615,864328045236528,8581,310,-,1616023402113,KVtagshow,27796,40730,null,0
49613,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
53045,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
60907,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
60909,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
60913,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
60908,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
25034,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
25035,35a886579700faf9,92,14455,-,1616051866038,KVtagshow,44609,null,null,0
54022,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
60918,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
53045,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
60909,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
60906,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
44609,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
60920,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
60908,866693043875413,92,14455,-,1616046033066,KVtagshow,44609,null,null,0
27805,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
69836,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
27791,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
27796,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
34617,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
52407,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
84169,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
24615,864328045236528,8581,310,-,1616023374536,KVtagshow,27796,40730,null,0
155766,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
155767,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
24930,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
6366,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
24883,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
155750,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
24867,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
155764,862641048264673,8512,168,-,1616017907618,KVtagshow,33144,636,null,0
155766,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
155767,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
24930,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
6366,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
24883,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
155750,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
24867,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
155764,862641048264673,8512,168,-,1616018097667,KVtagshow,33144,636,null,0
155766,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
155767,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
24930,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
6366,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
24883,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
155750,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
24867,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
155764,862641048264673,8512,168,-,1616063001489,KVtagshow,33144,636,null,0
148050,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
145345,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
121306,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
30585,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
30697,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
63851,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
63586,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
55485,867178031479039,26510,156,-,1616023600422,KVtagshow,24664,null,null,0
27134,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
636,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
528,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
26840,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
155623,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
155625,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
1000,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
24554,862641048264673,8512,96,-,1616062948988,KVtagshow,33144,636,null,0
27134,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
636,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
528,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
26840,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
155623,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
155625,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
1000,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
24554,862641048264673,8512,96,-,1616062975567,KVtagshow,33144,636,null,0
155766,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
155767,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
24930,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
6366,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
24883,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
155750,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
24867,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
155764,862641048264673,8512,168,-,1616018764944,KVtagshow,33144,636,null,0
27791,864328045236528,8581,310,-,1616023374593,KVtagshow,27796,40730,null,0
84209,864328045236528,8581,310,-,1616023374593,KVtagshow,27796,40730,null,0
84208,864328045236528,8581,310,-,1616023374593,KVtagshow,27796,40730,null,0
69836,864328045236528,8581,310,-,1616023374593,KVtagshow,27796,40730,null,0
